,game_id,competition_id_game,season,round,date_game,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_Merged,date_appearances,player_name_Merged,competition_id_appearances,yellow_cards,red_cards,goals,assists,minutes_played,game_lineups_id,type_Merged2,number,player_id_lineups,player_name_lineups,team_captain,position_Merged3,game_event_id,date,minute,type_events,player_id,description,Sub/Assist_player_id,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_final,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
367,2530798.0,BE1,2014.0,23. Matchday,2015-01-25,2.0,0.0,6.0,2.0,Ivan Vukomanovic,Besnik Hasi,Maurice Dufrasne Stadion,27721.0,Alexandre Boucaut,Royal Standard Club de LiÃ¨ge,Royal Sporting Club Anderlecht,02:00:00,domestic_league,2530798_39475,39475.0,2015-01-25,Sacha Kljestan,BE1,0.0,0.0,0.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2668349.0,EL,2015.0,last 16 2nd leg,2016-03-17,1.0,2.0,N/A,N/A,Mauricio Pochettino,Thomas Tuchel,White Hart Lane,36284.0,Nicola Rizzoli,Tottenham Hotspur Football Club,Borussia Dortmund,01:02:00,international_cup,2668349_315779,315779.0,2016-03-17,Christian Pulisic,EL,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2700918.0,NL1,2016.0,33. Matchday,2017-05-07,1.0,0.0,4.0,6.0,Erik ten Hag,Henk Fraser,"Stadion ""Galgenwaard""",20686.0,Allard Lindhout,Football Club Utrecht,Stichting Betaald Voetbal Vitesse Arnhem,01:00:00,domestic_league,2700918_245893,245893.0,2017-05-07,Matt Miazga,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2704461.0,L1,2016.0,17. Matchday,2017-01-22,3.0,1.0,8.0,5.0,Roger Schmidt,PÃ¡l DÃ¡rdai,BayArena,26904.0,Tobias Stieler,Bayer 04 Leverkusen FuÃŸball,Hertha BSC,03:01:00,domestic_league,2704461_124732,124732.0,2017-01-22,John Anthony Brooks,L1,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,3050249.0,GB1,2018.0,9. Matchday,2018-10-20,4.0,2.0,17.0,18.0,Neil Warnock,Slavisa Jokanovic,Cardiff City Stadium,29681.0,Kevin Friend,Cardiff City,Fulham Football Club,04:02:00,domestic_league,3050249_145466,145466.0,2018-10-20,Tim Ream,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3058480.0,L1,2018.0,8. Matchday,2018-10-20,0.0,4.0,17.0,1.0,Markus Weinzierl,Lucien Favre,Mercedes-Benz Arena,58549.0,Manuel GrÃ¤fe,Verein fÃ¼r Bewegungsspiele Stuttgart 1893,Borussia Dortmund,00:04:00,domestic_league,3058480_315779,315779.0,2018-10-20,Christian Pulisic,L1,0.0,0.0,0.0,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,3058605.0,L1,2018.0,22. Matchday,2019-02-17,2.0,0.0,5.0,12.0,Peter Bosz,Friedhelm Funkel,BayArena,27717.0,Markus Schmidt,Bayer 04 Leverkusen FuÃŸball,Fortuna DÃ¼sseldorf,02:00:00,domestic_league,3058605_58500,58500.0,2019-02-17,Alfredo Morales,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2254392.0,CLQ,2012.0,Qualifying Round 1st leg,2012-08-22,2.0,1.0,N/A,N/A,Pampos Christodoulou,John van den Brom,GSP Stadium,10456.0,Milorad Mazic,N/A,Royal Sporting Club Anderlecht,02:01:00,international_cup,2254392_39475,39475.0,2012-08-22,Sacha Kljestan,CLQ,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2483416.0,EL,2014.0,Qualifying Round 1st leg,2014-08-21,2.0,3.0,N/A,N/A,Dzenan Uscuplic,Lucien Favre,Asim FerhatoviÄ‡ - Hase,28000.0,Mateu Lahoz,N/A,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,02:03:00,international_cup,2483416_31041,31041.0,2014-08-21,Fabian Johnson,EL,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2517528.0,EL,2014.0,intermediate stage 1st leg,2015-02-19,1.0,4.0,N/A,N/A,Uli Forte,Roberto MartÃ­nez,Stadion Wankdorf,20835.0,Jorge Sousa,N/A,Everton Football Club,01:04:00,international_cup,2517528_4267,4267.0,2015-02-19,Tim Howard,EL,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2524745.0,POCP,2014.0,Group 2,2014-12-28,2.0,1.0,N/A,N/A,Francisco ChalÃ³,JosÃ© Mota,Municipal JosÃ© Santos Pinto,339.0,Hugo Miguel,N/A,Gil Vicente Futebol Clube,02:01:00,domestic_cup,2524745_73427,73427.0,2014-12-28,Caleb Patterson-Sewell,POCP,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2576680.0,DFB,2015.0,First Round,2015-08-09,2.0,1.0,N/A,N/A,Claus Schromm,Ralph HasenhÃ¼ttl,Sportpark Unterhaching,6500.0,Patrick Ittrich,N/A,FC Ingolstadt 04,02:01:00,domestic_cup,2576680_58500,58500.0,2015-08-09,Alfredo Morales,DFB,1.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2754885.0,DFB,2016.0,Second Round,2016-10-25,0.0,2.0,N/A,N/A,Ewald Lienen,PÃ¡l DÃ¡rdai,Millerntor-Stadion,29123.0,Deniz Aytekin,N/A,Hertha BSC,00:02:00,domestic_cup,2754885_124732,124732.0,2016-10-25,John Anthony Brooks,DFB,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2798418.0,SFA,2016.0,Fourth Round,2017-01-22,1.0,1.0,N/A,N/A,Gary Locke,Ian Cathro,Stark's Park,5036.0,John Beaton,N/A,Heart of Midlothian Football Club,01:01:00,domestic_cup,2798418_131183,131183.0,2017-01-22,Perry Kitchen,SFA,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,3063583.0,DK1,2018.0,4. Matchday,2018-08-06,0.0,1.0,6.0,3.0,Jens Berthel Askou,Morten Wieghorst,Nord Energi Arena,6415.0,Sandi Putros,Vendsyssel FF,Aalborg BK,00:01:00,domestic_league,3063583_483047,483047.0,2018-08-06,Seyi Adekoya,DK1,0.0,0.0,0.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,3080284.0,SC1,2018.0,15. Matchday,2019-01-30,2.0,0.0,1.0,6.0,Brendan Rodgers,Tommy Wright,Celtic Park,54563.0,Greg Aitken,The Celtic Football Club,Saint Johnstone Football Club,02:00:00,domestic_league,3080284_370846,370846.0,2019-01-30,Timothy Weah,SC1,0.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,3080298.0,SC1,2018.0,17. Matchday,2018-12-08,0.0,1.0,10.0,8.0,Martin Canning,Neil Lennon,Fountain of Youth Stadium,2169.0,Bobby Madden,Hamilton Academical FC,Hibernian Football Club,00:01:00,domestic_league,3080298_223047,223047.0,2018-12-08,Emerson Hyndman,SC1,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3135843.0,EL,2018.0,intermediate stage 1st leg,2019-02-14,0.0,2.0,N/A,N/A,Brendan Rodgers,Marcelino,Celtic Park,57430.0,Ovidiu Hategan,The Celtic Football Club,Valencia Club de FÃºtbol S. A. D.,00:02:00,international_cup,3135843_370846,370846.0,2019-02-14,Timothy Weah,EL,0.0,0.0,0.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,3167271.0,SFA,2018.0,Semi-Finals,2019-04-14,0.0,3.0,N/A,N/A,Derek McInnes,Neil Lennon,Hampden Park,46773.0,Craig Thomson,Aberdeen Football Club,The Celtic Football Club,00:03:00,domestic_cup,3167271_370846,370846.0,2019-04-14,Timothy Weah,SFA,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,3199481.0,FR1,2019.0,13. Matchday,2019-11-10,3.0,1.0,3.0,15.0,Julien StÃ©phan,Luka Elsner,Roazhon Park,20677.0,BenoÃ®t Bastien,Stade Rennais Football Club,Amiens SC,03:01:00,domestic_league,3199481_355369,355369.0,2019-11-10,Jordan,FR1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,3203463.0,L1,2019.0,4. Matchday,2019-09-13,1.0,1.0,11.0,5.0,Friedhelm Funkel,Oliver Glasner,MERKUR SPIEL-ARENA,36758.0,Manuel GrÃ¤fe,Fortuna DÃ¼sseldorf,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,01:01:00,domestic_league,3203463_221624,221624.0,2019-09-13,Zack Steffen,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,3203536.0,L1,2019.0,12. Matchday,2019-11-23,1.0,2.0,14.0,5.0,Florian Kohfeldt,David Wagner,Wohninvest-Weserstadion,42100.0,Benjamin Cortus,Sportverein Werder Bremen von 1899,FC Schalke 04,01:02:00,domestic_league,3203536_332697,332697.0,2019-11-23,Weston McKennie,L1,0.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,3203640.0,L1,2019.0,24. Matchday,2020-02-29,1.0,0.0,4.0,9.0,Lucien Favre,Christian Streich,SIGNAL IDUNA PARK,81365.0,Robert Hartmann,Borussia Dortmund,Sport-Club Freiburg,01:00:00,domestic_league,3203640_504215,504215.0,2020-02-29,Giovanni Reyna,L1,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,3203721.0,L1,2019.0,33. Matchday,2020-06-20,3.0,1.0,1.0,8.0,Hansi Flick,Christian Streich,Allianz Arena,73982.88,SÃ¶ren Storks,FC Bayern MÃ¼nchen,Sport-Club Freiburg,03:01:00,domestic_league,3203721_578539,578539.0,2020-06-20,Chris Richards,L1,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,3203727.0,L1,2019.0,33. Matchday,2020-06-20,1.0,4.0,11.0,6.0,David Wagner,Oliver Glasner,Veltins-Arena,59943.08235294118,Sascha Stegemann,FC Schalke 04,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,01:04:00,domestic_league,3203727_124732,124732.0,2020-06-20,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,3216253.0,NL1,2019.0,25. Matchday,2020-03-01,0.0,2.0,1.0,2.0,Erik ten Hag,Arne Slot,Johan Cruijff ArenA,52707.0,Serdar GÃ¶zÃ¼bÃ¼yÃ¼k,AFC Ajax Amsterdam,Alkmaar Zaanstreek,00:02:00,domestic_league,3216253_361104,361104.0,2020-03-01,SergiÃ±o Dest,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,3279210.0,DFB,2019.0,Round of 16,2020-02-04,3.0,1.0,N/A,N/A,Adi HÃ¼tter,Julian Nagelsmann,Commerzbank Arena,47400.0,Dr. Felix Brych,Eintracht Frankfurt FuÃŸball AG,RasenBallsport Leipzig,03:01:00,domestic_cup,3279210_49723,49723.0,2020-02-04,Timothy Chandler,DFB,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,3388677.0,FAC,2019.0,Quarter-Finals,2020-06-28,0.0,2.0,N/A,N/A,Steve Bruce,Pep Guardiola,St James' Park,50970.92592592593,Lee Mason,Newcastle United Football Club,Manchester City Football Club,00:02:00,domestic_cup,3388677_255916,255916.0,2020-06-28,DeAndre Yedlin,FAC,0.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,3451629.0,ELQ,2020.0,Third Round,2020-09-24,2.0,0.0,N/A,N/A,Oliver Glasner,Oleksandr Ryabokon,Volkswagen Arena,25175.923076923078,Lawrence Visser,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,Desna Chernigiv,02:00:00,international_cup,3451629_124732,124732.0,2020-09-24,John Anthony Brooks,ELQ,0.0,0.0,0.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2222814.0,RU1,2012.0,25. Matchday,2013-04-22,0.0,3.0,11.0,8.0,Miodrag Bozovic,Stanislav Cherchesov,Olimp-2,3500.0,Aleksandr Egorov,FK Rostov,RFK Akhmat Grozny,00:03:00,domestic_league,2222814_104203,104203.0,2013-04-22,Eugene Starikov,RU1,0.0,0.0,0.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2224564.0,DK1,2012.0,2. Matchday,2012-07-22,0.0,1.0,6.0,9.0,Troels Bech,Colin Todd,Nature Energy Park,7123.0,Mads-Kristoffer Kristoffersen,Odense Boldklub,Randers Fodbold Club,00:01:00,domestic_league,2224564_46472,46472.0,2012-07-22,Charlie Davies,DK1,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2224915.0,BE1,2012.0,23. Matchday,2013-02-27,0.0,1.0,1.0,2.0,John van den Brom,Francky Dury,Constant Vanden Stock Stadion,20000.0,Johan Verbist,Royal Sporting Club Anderlecht,SV Zulte Waregem,00:01:00,domestic_league,2224915_39475,39475.0,2013-02-27,Sacha Kljestan,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2225445.0,GB1,2012.0,2. Matchday,2012-08-25,1.0,3.0,20.0,3.0,Paul Lambert,David Moyes,Villa Park,36565.0,Michael Oliver,Aston Villa Football Club,Everton Football Club,01:03:00,domestic_league,2225445_4267,4267.0,2012-08-25,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2225757.0,GB1,2012.0,36. Matchday,2013-05-04,1.0,2.0,16.0,13.0,Chris Hughton,Paul Lambert,Carrow Road,26842.0,Kevin Friend,Norwich City,Aston Villa Football Club,01:02:00,domestic_league,2225757_39471,39471.0,2013-05-04,Brad Guzan,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2225804.0,GB1,2012.0,37. Matchday,2013-05-12,2.0,0.0,6.0,10.0,David Moyes,Sam Allardyce,Goodison Park,39475.0,Phil Dowd,Everton Football Club,West Ham United Football Club,02:00:00,domestic_league,2225804_4267,4267.0,2013-05-12,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2231469.0,L1,2012.0,13. Matchday,2012-11-24,0.0,0.0,17.0,15.0,Mike BÃ¼skens,Dieter Hecking,Sportpark Ronhof | Thomas Sommer,18000.0,Dr. Felix Brych,SpVgg Greuther FÃ¼rth,1.FC Nuremberg,00:00:00,domestic_league,2231469_49723,49723.0,2012-11-24,Timothy Chandler,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,3210332.0,DK1,2019.0,9. Matchday,2019-09-15,4.0,2.0,3.0,7.0,Niels Frederiksen,Flemming Pedersen,BrÃ¸ndby Stadion,14648.0,Jakob Kehlet,BrÃ¸ndby IdrÃ¦tsforening,Fodbold Club NordsjÃ¦lland,04:02:00,domestic_league,3210332_542776,542776.0,2019-09-15,Jonathan Amon,DK1,0.0,0.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,3210372.0,DK1,2019.0,14. Matchday,2019-10-27,2.0,1.0,9.0,11.0,Christian Nielsen,Bo Henriksen,Lyngby Stadion,2907.0,Benjamin Willaume Jantzen,Lyngby Boldklubben af 1921,AC Horsens,02:01:00,domestic_league,3210372_448696,448696.0,2019-10-27,Michael Lansing,DK1,0.0,1.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,3216144.0,NL1,2019.0,13. Matchday,2019-11-10,4.0,0.0,1.0,4.0,Erik ten Hag,John van den Brom,Johan Cruijff ArenA,53381.0,Bas Nijhuis,AFC Ajax Amsterdam,Football Club Utrecht,04:00:00,domestic_league,3216144_361104,361104.0,2019-11-10,SergiÃ±o Dest,NL1,0.0,0.0,0.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,3237926.0,BE1,2019.0,7. Matchday,2019-09-15,2.0,0.0,4.0,11.0,Bernd Hollerbach,Yves Vanderhaeghe,Le Canonnier,3220.0,Wesley Alen,Royal Excel Mouscron (-2022),Koninklijke Voetbalclub Kortrijk,02:00:00,domestic_league,3237926_411302,411302.0,2019-09-15,Brendan Hines-Ike,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3412887.0,L1,2020.0,1. Matchday,2020-09-19,1.0,1.0,8.0,9.0,Adi HÃ¼tter,Uwe Neuhaus,Commerzbank Arena,6500.0,Benjamin Brand,Eintracht Frankfurt FuÃŸball AG,Arminia Bielefeld,01:01:00,domestic_league,3412887_49723,49723.0,2020-09-19,Timothy Chandler,L1,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2224550.0,DK1,2012.0,9. Matchday,2012-09-16,2.0,2.0,10.0,6.0,Auri Skarbalius,Johnny MÃ¶lby,BrÃ¸ndby Stadion,9164.0,Michael Johansen,BrÃ¸ndby IdrÃ¦tsforening,AC Horsens,02:02:00,domestic_league,2224550_39467,39467.0,2012-09-16,Clarence Goodson,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,3203513.0,L1,2019.0,9. Matchday,2019-10-26,2.0,0.0,18.0,14.0,Steffen Baumgart,Friedhelm Funkel,Home Deluxe Arena,14182.0,Bastian Dankert,SC Paderborn 07,Fortuna DÃ¼sseldorf,02:00:00,domestic_league,3203513_221624,221624.0,2019-10-26,Zack Steffen,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3203614.0,L1,2019.0,21. Matchday,2020-02-08,4.0,3.0,5.0,4.0,Peter Bosz,Lucien Favre,BayArena,30210.0,Markus Schmidt,Bayer 04 Leverkusen FuÃŸball,Borussia Dortmund,04:03:00,domestic_league,3203614_504215,504215.0,2020-02-08,Giovanni Reyna,L1,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,3216737.0,BE1,2019.0,4. Matchday,2019-08-17,4.0,2.0,6.0,13.0,Yves Vanderhaeghe,Simon Davies,Guldensporenstadion,8326.0,Erik Lambrechts,Koninklijke Voetbalclub Kortrijk,Royal Sporting Club Anderlecht,04:02:00,domestic_league,3216737_411302,411302.0,2019-08-17,Brendan Hines-Ike,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,3415261.0,BE1,2020.0,3. Matchday,2020-08-24,0.0,0.0,9.0,17.0,Kevin Muscat,Alexander Blessin,Stayen,5840.5,Frederik Geldhof,Koninklijke Sint-Truidense Voetbalvereniging,KV Oostende,00:00:00,domestic_league,3415261_367423,367423.0,2020-08-24,Chris Durkin,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2224722.0,DK1,2012.0,33. Matchday,2013-05-20,0.0,1.0,11.0,9.0,Johnny MÃ¶lby,Auri Skarbalius,Nordstern Arena Horsens,9487.0,Jakob Kehlet,AC Horsens,BrÃ¸ndby IdrÃ¦tsforening,00:01:00,domestic_league,2224722_39467,39467.0,2013-05-20,Clarence Goodson,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2231443.0,L1,2012.0,15. Matchday,2012-12-01,1.0,0.0,2.0,14.0,Sascha Lewandowski,Dieter Hecking,BayArena,29325.0,Markus Schmidt,Bayer 04 Leverkusen FuÃŸball,1.FC Nuremberg,01:00:00,domestic_league,2231443_49723,49723.0,2012-12-01,Timothy Chandler,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2242976.0,ES1,2012.0,36. Matchday,2013-05-08,6.0,2.0,2.0,6.0,JosÃ© Mourinho,Manuel Pellegrini,Santiago BernabÃ©u,53000.0,JesÃºs Gil Manzano,Real Madrid Club de FÃºtbol,MÃ¡laga CF,06:02:00,domestic_league,2242976_12517,12517.0,2013-05-08,Oguchi Onyewu,ES1,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,3195529.0,DFB,2019.0,First Round,2019-08-09,0.0,1.0,N/A,N/A,Uwe Koschinat,Marco Rose,BWT-Stadion am Hardtwald,13695.0,Robert Hartmann,N/A,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,00:01:00,domestic_cup,3195529_31041,31041.0,2019-08-09,Fabian Johnson,DFB,0.0,0.0,0.0,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,3279211.0,DFB,2019.0,Round of 16,2020-02-04,2.0,5.0,N/A,N/A,Boris Schommers,Uwe RÃ¶sler,Fritz-Walter-Stadion,35340.0,Markus Schmidt,N/A,Fortuna DÃ¼sseldorf,02:05:00,domestic_cup,3279211_58500,58500.0,2020-02-04,Alfredo Morales,DFB,1.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2251475.0,IT1,2012.0,23. Matchday,2013-02-01,2.0,4.0,8.0,16.0,ZdenÄ›k Zeman,Ivo Pulga,Olimpico di Roma,32820.0,Andrea Romeo,Associazione Sportiva Roma,Cagliari Calcio,02:04:00,domestic_league,2251475_30593,30593.0,2013-02-01,Michael Bradley,IT1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2251619.0,IT1,2012.0,37. Matchday,2013-05-12,0.0,0.0,3.0,7.0,Massimiliano Allegri,Aurelio Andreazzoli,Giuseppe Meazza,50983.0,Gianluca Rocchi,Associazione Calcio Milan,Associazione Sportiva Roma,00:00:00,domestic_league,2251619_30593,30593.0,2013-05-12,Michael Bradley,IT1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2258958.0,GB1,2012.0,20. Matchday,2012-12-30,1.0,2.0,6.0,3.0,David Moyes,Rafael BenÃ­tez,Goodison Park,39485.0,Howard Webb,Everton Football Club,Chelsea Football Club,01:02:00,domestic_league,2258958_4267,4267.0,2012-12-30,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2258969.0,GB1,2012.0,21. Matchday,2013-01-02,1.0,2.0,15.0,6.0,Alan Pardew,David Moyes,St James' Park,49391.0,Martin Atkinson,Newcastle United Football Club,Everton Football Club,01:02:00,domestic_league,2258969_4267,4267.0,2013-01-02,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2262402.0,EL,2012.0,group L,2012-09-20,2.0,2.0,N/A,N/A,Steve McClaren,Mirko Slomka,De Grolsch Veste,22500.0,Mike Dean,Football Club Twente,Hannover 96,02:02:00,international_cup,2262402_1335,1335.0,2012-09-20,Steven Cherundolo,EL,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2283029.0,DKP,2012.0,Semi-Finals 1st Leg,2013-03-13,1.0,1.0,N/A,N/A,Auri Skarbalius,Jess Thorup,BrÃ¸ndby Stadion,5127.0,Jakob Kehlet,BrÃ¸ndby IdrÃ¦tsforening,Esbjerg fB,01:01:00,domestic_cup,2283029_39467,39467.0,2013-03-13,Clarence Goodson,DKP,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2321262.0,L1,2013.0,24. Matchday,2014-03-08,4.0,0.0,4.0,10.0,Jens Keller,Markus Gisdol,Veltins-Arena,60604.0,Robert Hartmann,FC Schalke 04,TSG 1899 Hoffenheim FuÃŸball-Spielbetriebs GmbH,04:00:00,domestic_league,2321262_31041,31041.0,2014-03-08,Fabian Johnson,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2321281.0,L1,2013.0,26. Matchday,2014-03-22,3.0,0.0,5.0,9.0,Lucien Favre,Jos Luhukay,Stadion im Borussia-Park,53050.0,Peter Gagelmann,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,Hertha BSC,03:00:00,domestic_league,2321281_124732,124732.0,2014-03-22,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2331966.0,GB1,2013.0,19. Matchday,2013-12-28,1.0,1.0,13.0,11.0,Paul Lambert,Michael Laudrup,Villa Park,37028.0,Roger East,Aston Villa Football Club,Swansea City,01:01:00,domestic_league,2331966_39471,39471.0,2013-12-28,Brad Guzan,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2331983.0,GB1,2013.0,6. Matchday,2013-09-30,3.0,2.0,4.0,16.0,Roberto MartÃ­nez,Alan Pardew,Goodison Park,33495.0,Phil Dowd,Everton Football Club,Newcastle United Football Club,03:02:00,domestic_league,2331983_4267,4267.0,2013-09-30,Tim Howard,GB1,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2332097.0,GB1,2013.0,9. Matchday,2013-10-27,2.0,1.0,19.0,11.0,Gustavo Poyet,Alan Pardew,Stadium of Light,46313.0,Lee Probert,Sunderland AFC,Newcastle United Football Club,02:01:00,domestic_league,2332097_39378,39378.0,2013-10-27,Jozy Altidore,GB1,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2332271.0,GB1,2013.0,36. Matchday,2014-04-26,2.0,0.0,8.0,5.0,Mauricio Pochettino,Roberto MartÃ­nez,St Mary's Stadium,31313.0,Michael Oliver,Southampton FC,Everton Football Club,02:00:00,domestic_league,2332271_4267,4267.0,2014-04-26,Tim Howard,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2460647.0,L1,2014.0,3. Matchday,2014-09-13,4.0,1.0,5.0,16.0,Lucien Favre,Jens Keller,Stadion im Borussia-Park,54010.0,Dr. Felix Brych,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,FC Schalke 04,04:01:00,domestic_league,2460647_31041,31041.0,2014-09-13,Fabian Johnson,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
