,game_id,competition_id_game,season,round,date_game,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_Merged,date_appearances,player_name_Merged,competition_id_appearances,yellow_cards,red_cards,goals,assists,minutes_played,game_lineups_id,type_Merged2,number,player_id_lineups,player_name_lineups,team_captain,position_Merged3,game_event_id,date,minute,type_events,player_id,description,Sub/Assist_player_id,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_final,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
2695,2231496.0,L1,2012.0,10. Matchday,2012-11-03,1.0,0.0,14.0,16.0,Dieter Hecking,Lorenz-GÃ¼nther KÃ¶stner,Max-Morlock-Stadion,37586.0,Christian Dingert,1.FC Nuremberg,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,01:00:00,domestic_league,2231496_49723,49723.0,2012-11-03,Timothy Chandler,L1,1.0,0.0,0.0,1.0,90.0,,,,,,,,5557bf11165bcb581c41d803df33887f,2012-11-03,90.0,Cards,49723.0,2. Yellow card,-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2696,2321111.0,L1,2013.0,7. Matchday,2013-09-29,3.0,3.0,8.0,15.0,Robin Dutt,Michael Wiesinger,Wohninvest-Weserstadion,40048.0,Tobias Stieler,Sportverein Werder Bremen von 1899,1.FC Nuremberg,03:03:00,domestic_league,2321111_49723,49723.0,2013-09-29,Timothy Chandler,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,98b820bbe22b801176bd05832c4f3ddd,2013-09-29,31.0,Cards,49723.0,"3. Yellow card  , Dissent",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2697,2871859.0,L1,2017.0,9. Matchday,2017-10-21,2.0,2.0,7.0,1.0,Niko Kovac,Peter Bosz,Commerzbank Arena,51500.0,Robert Hartmann,Eintracht Frankfurt FuÃŸball AG,Borussia Dortmund,02:02:00,domestic_league,2871859_315779,315779.0,2017-10-21,Christian Pulisic,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,02ffedb096eda223e8fab74da9336bd2,2017-10-21,37.0,Substitutions,49723.0,N/A,256866.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2699,2231434.0,L1,2012.0,7. Matchday,2012-10-06,3.0,0.0,11.0,14.0,Christian Streich,Dieter Hecking,Dreisamstadion,22800.0,Michael Weiner,Sport-Club Freiburg,1.FC Nuremberg,03:00:00,domestic_league,2231434_49723,49723.0,2012-10-06,Timothy Chandler,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,7ac29a9ad136086d466ff8eeb0b3788f,2012-10-06,90.0,Cards,49723.0,"1. Yellow card  , Foul",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2700,2872019.0,L1,2017.0,28. Matchday,2018-04-01,2.0,1.0,12.0,6.0,Florian Kohfeldt,Niko Kovac,Wohninvest-Weserstadion,42100.0,Felix Zwayer,Sportverein Werder Bremen von 1899,Eintracht Frankfurt FuÃŸball AG,02:01:00,domestic_league,2872019_119169,119169.0,2018-04-01,Aron JÃ³hannsson,L1,0.0,0.0,0.0,0.0,15.0,,,,,,,,bbcbae6e2b01ea93b5d24e59a2b37e86,2018-04-01,65.0,Substitutions,49723.0,N/A,60761.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2702,3245525.0,DFB,2019.0,Second Round,2019-10-30,1.0,2.0,N/A,N/A,Jos Luhukay,Adi HÃ¼tter,Millerntor-Stadion,29500.0,Dr. Matthias JÃ¶llenbeck,N/A,Eintracht Frankfurt FuÃŸball AG,01:02:00,domestic_cup,3245525_49723,49723.0,2019-10-30,Timothy Chandler,DFB,0.0,0.0,0.0,0.0,45.0,,,,,,,,fd00f95713bbb3a17652ca6f0add7002,2019-10-30,46.0,Substitutions,49723.0,N/A,85906.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2703,2871508.0,L1,2017.0,19. Matchday,2018-01-20,1.0,3.0,13.0,7.0,Martin Schmidt,Niko Kovac,Volkswagen Arena,24450.0,Markus Schmidt,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,Eintracht Frankfurt FuÃŸball AG,01:03:00,domestic_league,2871508_49723,49723.0,2018-01-20,Timothy Chandler,L1,0.0,0.0,1.0,0.0,86.0,,,,,,,,8bb3fc7774afe3ba2108fd2a3f58bb4a,2018-01-20,22.0,Goals,49723.0,", Left-footed shot, 1. Goal of the Season",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2705,3203617.0,L1,2019.0,21. Matchday,2020-02-07,5.0,0.0,9.0,12.0,Adi HÃ¼tter,Martin Schmidt,Commerzbank Arena,48800.0,Manuel GrÃ¤fe,Eintracht Frankfurt FuÃŸball AG,FC Augsburg 1907,05:00:00,domestic_league,3203617_49723,49723.0,2020-02-07,Timothy Chandler,L1,0.0,0.0,2.0,0.0,90.0,,,,,,,,6adcd1a5365e626af0281d8eda164d71,2020-02-07,37.0,Goals,49723.0,", Right-footed shot, 3. Goal of the Season",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2707,2864734.0,DFB,2017.0,First Round,2017-08-12,0.0,3.0,N/A,N/A,Florian Schnorrenberg,Niko Kovac,Leimbachstadion,13106.0,Benedikt Kempkes,N/A,Eintracht Frankfurt FuÃŸball AG,00:03:00,domestic_cup,2864734_49723,49723.0,2017-08-12,Timothy Chandler,DFB,0.0,0.0,1.0,0.0,90.0,,,,,,,,a4a3da21ec0bf47a39af73c3a8fa0cac,2017-08-12,35.0,Goals,49723.0,", Right-footed shot, 1. Tournament Goal",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2708,2231568.0,L1,2012.0,18. Matchday,2013-01-20,1.0,1.0,15.0,9.0,Michael Wiesinger,Thorsten Fink,Max-Morlock-Stadion,42601.0,Tobias Welz,1.FC Nuremberg,Hamburger SV,01:01:00,domestic_league,2231568_49723,49723.0,2013-01-20,Timothy Chandler,L1,0.0,0.0,0.0,0.0,65.0,,,,,,,,678ea1dc72c2542be3c81f34bc709561,2013-01-20,65.0,Substitutions,49723.0,", Injury",1986.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2709,3319621.0,DFB,2019.0,Quarter-Finals,2020-03-04,2.0,0.0,N/A,N/A,Adi HÃ¼tter,Florian Kohfeldt,Commerzbank Arena,51500.0,Felix Zwayer,Eintracht Frankfurt FuÃŸball AG,Sportverein Werder Bremen von 1899,02:00:00,domestic_cup,3319621_393325,393325.0,2020-03-04,Josh Sargent,DFB,0.0,0.0,0.0,0.0,8.0,,,,,,,,ab59d170b254b816b648a42fe0245968,2020-03-04,77.0,Substitutions,49723.0,N/A,85906.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2711,2231574.0,L1,2012.0,30. Matchday,2013-04-21,0.0,1.0,12.0,18.0,Michael Wiesinger,Frank Kramer,Max-Morlock-Stadion,50000.0,Manuel GrÃ¤fe,1.FC Nuremberg,SpVgg Greuther FÃ¼rth,00:01:00,domestic_league,2231574_49723,49723.0,2013-04-21,Timothy Chandler,L1,0.0,0.0,0.0,0.0,45.0,,,,,,,,5d8500ae256fbe0459eb91de1311b5b4,2013-04-21,46.0,Substitutions,49723.0,", Injury",92180.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2712,2321049.0,L1,2013.0,2. Matchday,2013-08-18,2.0,2.0,11.0,6.0,Michael Wiesinger,Jos Luhukay,Max-Morlock-Stadion,37068.0,Guido Winkmann,1.FC Nuremberg,Hertha BSC,02:02:00,domestic_league,2321049_124732,124732.0,2013-08-18,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,8.0,,,,,,,,84fb44a2ae9da0808ca882503e08ce6b,2013-08-18,71.0,Cards,49723.0,"1. Yellow card  , Foul",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2714,2871723.0,L1,2017.0,23. Matchday,2018-02-19,2.0,1.0,3.0,5.0,Niko Kovac,Ralph HasenhÃ¼ttl,Commerzbank Arena,45100.0,Felix Zwayer,Eintracht Frankfurt FuÃŸball AG,RasenBallsport Leipzig,02:01:00,domestic_league,2871723_49723,49723.0,2018-02-19,Timothy Chandler,L1,1.0,0.0,1.0,0.0,90.0,,,,,,,,2e2125f55cc12c6efa45dc44829d9811,2018-02-19,22.0,Goals,49723.0,", Right-footed shot, 2. Goal of the Season",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2715,2872093.0,L1,2017.0,33. Matchday,2018-05-05,3.0,0.0,7.0,17.0,Niko Kovac,Christian Titz,Commerzbank Arena,51500.0,Deniz Aytekin,Eintracht Frankfurt FuÃŸball AG,Hamburger SV,03:00:00,domestic_league,2872093_49723,49723.0,2018-05-05,Timothy Chandler,L1,0.0,0.0,0.0,0.0,17.0,,,,,,,,b7d9a366672c8a9c0e48fb6e1889d886,2018-05-05,17.0,Substitutions,49723.0,N/A,16520.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2717,3203587.0,L1,2019.0,18. Matchday,2020-01-18,1.0,2.0,8.0,11.0,Alfred Schreuder,Adi HÃ¼tter,PreZero Arena,29610.0,Sascha Stegemann,TSG 1899 Hoffenheim FuÃŸball-Spielbetriebs GmbH,Eintracht Frankfurt FuÃŸball AG,01:02:00,domestic_league,3203587_49723,49723.0,2020-01-18,Timothy Chandler,L1,0.0,0.0,1.0,0.0,82.0,,,,,,,,4b3bf72c384f10311cac51623800583e,2020-01-18,62.0,Goals,49723.0,", Header, 1. Goal of the Season",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2719,3412878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb01c3ca565c0cb504a269fa24d3ddda,2021-05-22,81.0,Substitutions,49723.0,N/A,216181.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2720,3412949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cad5afe441364a92ee63779543638cf,2021-04-20,88.0,Substitutions,49723.0,N/A,93922.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2721,3413030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0851c5b396fc01b1bc58d70c200a06a,2021-03-20,90.0,Goals,49723.0,", Right-footed shot, 1. Goal of the Season",-,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2722,3588239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47ad3d74ad154c56bea6a179dd1bd0cc,2021-10-16,46.0,Substitutions,49723.0,N/A,216181.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2723,3588305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c542b3a6df955ec68e31e55c82bfba,2021-11-21,65.0,Substitutions,49723.0,N/A,216181.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2724,3588342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9083eacbdfd0a58b384246a70cb047f9,2021-12-04,83.0,Substitutions,49723.0,N/A,416380.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2725,3588424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b091091f745ff8f71ad92ec0465948e0,2022-01-16,81.0,Substitutions,49723.0,N/A,85789.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2726,3588437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f469d2c81f8607a6006b3d2e29400df3,2022-01-21,74.0,Substitutions,49723.0,N/A,416380.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2727,3588489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f138bc3f4795773ba8a2adea1b3f09b5,2022-02-19,82.0,Substitutions,49723.0,N/A,85906.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2728,3588591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60d4c4a2fe035362efdfb99568768c93,2022-04-17,59.0,Substitutions,49723.0,N/A,429874.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2729,3683257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcd84ce68b0e0dbf51ecfa1fc5b50638,2021-12-09,69.0,Substitutions,49723.0,N/A,85906.0,Timothy Chandler,2023.0,24.0,timothy-chandler,Germany,1990-03-29,Right-Back,Defender,right,186.0,700000.0,5000000.0,2025-06-30,N/A
2730,2331123.0,FR1,2013.0,34. Matchday,2014-04-20,2.0,6.0,19.0,11.0,Ariel Jacobs,Michel Der Zakarian,Stade du Hainaut,13972.0,Alexandre Castro,Valenciennes FC,Football Club de Nantes,02:06:00,domestic_league,2331123_111783,111783.0,2014-04-20,Alejandro Bedoya,FR1,0.0,0.0,1.0,0.0,90.0,,,,,,,,9743ef32dbb99165ad6ef1a225e26b2e,2014-04-20,41.0,Goals,111783.0,", Right-footed shot, 5. Goal of the Season Assist: , Pass, 4. Assist of the Season",164771.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2731,2331151.0,FR1,2013.0,36. Matchday,2014-05-04,1.0,1.0,10.0,11.0,Alain Casanova,Michel Der Zakarian,Stadium Municipal,21200.0,Mikael Lesage,Toulouse Football Club,Football Club de Nantes,01:01:00,domestic_league,2331151_111783,111783.0,2014-05-04,Alejandro Bedoya,FR1,1.0,0.0,0.0,0.0,90.0,,,,,,,,428db0dda8ab0e1b5128e2d7652cea5a,2014-05-04,59.0,Cards,111783.0,4. Yellow card,-,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2732,2330967.0,FR1,2013.0,16. Matchday,2013-12-03,2.0,1.0,8.0,18.0,Michel Der Zakarian,Ariel Jacobs,Stade de la Beaujoire,20638.0,Ruddy Buquet,Football Club de Nantes,Valenciennes FC,02:01:00,domestic_league,2330967_111783,111783.0,2013-12-03,Alejandro Bedoya,FR1,0.0,0.0,1.0,0.0,90.0,,,,,,,,186218923ba6428a1696f067b73eea63,2013-12-03,59.0,Goals,111783.0,", Left-footed shot, 2. Goal of the Season Assist:",-,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2733,2482148.0,FR1,2014.0,5. Matchday,2014-09-14,2.0,0.0,1.0,10.0,RenÃ© Girard,Michel Der Zakarian,Decathlon Arena-Stade Pierre-Mauroy,32560.0,Lionel Jaffredo,Lille Olympique Sporting Club Lille MÃ©tropole,Football Club de Nantes,02:00:00,domestic_league,2482148_111783,111783.0,2014-09-14,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,65.0,,,,,,,,c29a803e3c7eeb037964da6e48f5083d,2014-09-14,65.0,Substitutions,111783.0,N/A,5544.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2734,2586845.0,FR1,2015.0,6. Matchday,2015-09-20,2.0,0.0,3.0,16.0,Christophe Galtier,Michel Der Zakarian,Stade Geoffroy-Guichard,28846.0,BenoÃ®t Millot,AS Saint-Ã‰tienne,Football Club de Nantes,02:00:00,domestic_league,2586845_111783,111783.0,2015-09-20,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,76.0,,,,,,,,d0e30db583c065442582fbb8b62ca797,2015-09-20,76.0,Substitutions,111783.0,N/A,215977.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2735,2609719.0,FR1,2015.0,25. Matchday,2016-02-06,0.0,0.0,19.0,7.0,Dominique ArribagÃ©,Michel Der Zakarian,Stadium Municipal,11570.0,Lionel Jaffredo,Toulouse Football Club,Football Club de Nantes,00:00:00,domestic_league,2609719_111783,111783.0,2016-02-06,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,90.0,,,,,,,,afdcb1f5695def245f4b03538c329a76,2016-02-06,90.0,Substitutions,111783.0,N/A,236400.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2736,2330883.0,FR1,2013.0,10. Matchday,2013-10-19,0.0,1.0,17.0,6.0,Fabrizio Ravanelli,Michel Der Zakarian,Stade FranÃ§ois-Coty,6460.0,BenoÃ®t Millot,AC Ajaccio,Football Club de Nantes,00:01:00,domestic_league,2330883_111783,111783.0,2013-10-19,Alejandro Bedoya,FR1,0.0,0.0,1.0,0.0,9.0,,,,,,,,79f32edd9dff874267dbcd6d82f13613,2013-10-19,87.0,Goals,111783.0,", Right-footed shot, 1. Goal of the Season Assist: , Cross, 1. Assist of the Season",47065.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2737,2330986.0,FR1,2013.0,20. Matchday,2014-01-12,1.0,0.0,8.0,11.0,Michel Der Zakarian,Christian Gourcuff,Stade de la Beaujoire,26336.0,Said Ennjimi,Football Club de Nantes,Football Club Lorient-Bretagne Sud,01:00:00,domestic_league,2330986_111783,111783.0,2014-01-12,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,70.0,,,,,,,,6c3e4d686fe59bace645167eb49db619,2014-01-12,70.0,Substitutions,111783.0,", Not reported",34529.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2738,2609682.0,FR1,2015.0,22. Matchday,2016-01-23,2.0,2.0,11.0,10.0,Michel Der Zakarian,Willy Sagnol,Stade de la Beaujoire,21893.0,Tony Chapron,Football Club de Nantes,FC Girondins Bordeaux,02:02:00,domestic_league,2609682_111783,111783.0,2016-01-23,Alejandro Bedoya,FR1,0.0,0.0,1.0,0.0,90.0,,,,,,,,628ade24671e2811c230f5b307004bb0,2016-01-23,30.0,Goals,111783.0,", Header, 1. Goal of the Season",-,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2739,2609702.0,FR1,2015.0,24. Matchday,2016-02-03,3.0,1.0,7.0,17.0,Michel Der Zakarian,Thierry Laurey,Stade de la Beaujoire,24799.0,Said Ennjimi,Football Club de Nantes,GFC Ajaccio,03:01:00,domestic_league,2609702_111783,111783.0,2016-02-03,Alejandro Bedoya,FR1,0.0,0.0,1.0,1.0,72.0,,,,,,,,598d612eae4dee221adbf206f1c2a914,2016-02-03,23.0,Goals,111783.0,", Right-footed shot, 2. Goal of the Season",-,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2741,2331007.0,FR1,2013.0,22. Matchday,2014-01-25,0.0,0.0,11.0,8.0,Michel Der Zakarian,Hubert Fournier,Stade de la Beaujoire,19804.0,Mikael Lesage,Football Club de Nantes,Stade de Reims,00:00:00,domestic_league,2331007_111783,111783.0,2014-01-25,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,76.0,,,,,,,,ebff494a7bf8d016c5ebe39c40ce2c54,2014-01-25,76.0,Substitutions,111783.0,", Not reported",140126.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2742,2331086.0,FR1,2013.0,25. Matchday,2014-02-15,0.0,0.0,13.0,12.0,Claude Puel,Michel Der Zakarian,Allianz Riviera,19014.0,Said Ennjimi,Olympique Gymnaste Club Nice CÃ´te d'Azur,Football Club de Nantes,00:00:00,domestic_league,2331086_111783,111783.0,2014-02-15,Alejandro Bedoya,FR1,1.0,0.0,0.0,0.0,90.0,,,,,,,,674cfee3c78ebd9506e9d395a820c1bb,2014-02-15,40.0,Cards,111783.0,2. Yellow card,-,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2743,2330919.0,FR1,2013.0,15. Matchday,2013-11-30,1.0,0.0,7.0,9.0,Jocelyn Gourvennec,Michel Der Zakarian,Stade du Roudourou,15658.0,BenoÃ®t Bastien,EA Guingamp,Football Club de Nantes,01:00:00,domestic_league,2330919_111783,111783.0,2013-11-30,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,83.0,,,,,,,,652be79636e999079d9ce52735ac673b,2013-11-30,83.0,Substitutions,111783.0,", Not reported",34529.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2744,2331090.0,FR1,2013.0,27. Matchday,2014-02-28,2.0,0.0,17.0,15.0,Pascal Dupraz,Michel Der Zakarian,Parc des Sports dâ€™Annecy,8991.0,Bartolomeu Varela,Thonon Ã‰vian Grand GenÃ¨ve FC,Football Club de Nantes,02:00:00,domestic_league,2331090_111783,111783.0,2014-02-28,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,67.0,,,,,,,,717e66304d1f23a4e6ca72fb23603bc4,2014-02-28,67.0,Substitutions,111783.0,", Not reported",44760.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2745,2482142.0,FR1,2014.0,4. Matchday,2014-08-30,1.0,0.0,7.0,10.0,Michel Der Zakarian,Rolland Courbis,Stade de la Beaujoire,21559.0,Frank Schneider,Football Club de Nantes,Montpellier HÃ©rault Sport Club,01:00:00,domestic_league,2482142_111783,111783.0,2014-08-30,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,81.0,,,,,,,,e5aec09f06983bcd586ef1f4123e2f74,2014-08-30,81.0,Substitutions,111783.0,N/A,57372.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2746,2330854.0,FR1,2013.0,5. Matchday,2013-09-14,1.0,0.0,14.0,20.0,Michel Der Zakarian,Eric HÃ©ly,Stade de la Beaujoire,22864.0,Wilfried Bien,Football Club de Nantes,FC Sochaux-MontbÃ©liard,01:00:00,domestic_league,2330854_111783,111783.0,2013-09-14,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,75.0,,,,,,,,f4fdfc4fe8b3d2f24ec47f92002da07c,2013-09-14,75.0,Substitutions,111783.0,", Not reported",140126.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2747,2330856.0,FR1,2013.0,6. Matchday,2013-09-22,3.0,1.0,8.0,17.0,RÃ©mi Garde,Michel Der Zakarian,Stade de Gerland,33861.0,Amaury Delerue,Olympique Lyonnais,Football Club de Nantes,03:01:00,domestic_league,2330856_111783,111783.0,2013-09-22,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,79.0,,,,,,,,5649afd04b6555a955d4afa2ca4c7d78,2013-09-22,79.0,Substitutions,111783.0,", Not reported",159622.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2748,2331106.0,FR1,2013.0,31. Matchday,2014-03-29,0.0,0.0,14.0,9.0,Michel Der Zakarian,Francis Gillot,Stade de la Beaujoire,25031.0,Tony Chapron,Football Club de Nantes,FC Girondins Bordeaux,00:00:00,domestic_league,2331106_111783,111783.0,2014-03-29,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,79.0,,,,,,,,81a6102244bf7b2c806b0a57211edd09,2014-03-29,79.0,Substitutions,111783.0,", Not reported",6267.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
2749,2482311.0,FR1,2014.0,21. Matchday,2015-01-17,1.0,0.0,5.0,8.0,Leonardo Jardim,Michel Der Zakarian,Stade Louis-II,5692.0,SÃ©bastien Desiage,Association sportive de Monaco Football Club,Football Club de Nantes,01:00:00,domestic_league,2482311_111783,111783.0,2015-01-17,Alejandro Bedoya,FR1,0.0,0.0,0.0,0.0,86.0,,,,,,,,ff59d2a047604d6bb2a357a293a72ed3,2015-01-17,86.0,Substitutions,111783.0,N/A,34529.0,Alejandro Bedoya,2015.0,995.0,alejandro-bedoya,United States,1987-04-29,Central Midfield,Midfield,right,182.0,300000.0,2500000.0,2023-12-31,YMU Group
